stamp_sec,stamp_nanosec,count,image_w,image_h,processing_ms,detect_ms,img_ms,worker_call_ms,ipc_overhead_ms,pre_ms,dpu_ms,post_ms,worker_ms,detection_publish_ms,overlay_ms,age_in_ms,frame_age_ms
1782199254,631881348,1,848,480,52.263,51.533,0.949,50.584,13.692,11.347,12.437,13.108,36.892,0.725,0.005,68.141,120.439
1782199254,698498047,1,848,480,48.097,47.138,5.607,41.531,10.863,11.857,12.229,6.582,30.668,0.953,0.006,54.117,102.267
1782199254,731805664,1,848,480,42.658,41.792,1.38,40.411,9.608,11.23,12.386,7.189,30.804,0.859,0.007,70.454,113.034
1782199254,865032471,1,848,480,41.663,40.928,1.614,39.313,9.301,11.247,12.441,6.324,30.012,0.73,0.005,51.672,93.343
1782199254,898337891,1,848,480,39.556,38.642,0.828,37.814,7.65,11.145,12.642,6.376,30.164,0.908,0.006,60.327,99.936
1782199254,931643066,1,848,480,52.791,52.127,1.28,50.848,17.859,12.971,12.215,7.802,32.988,0.659,0.005,66.966,119.785
1782199254,998252197,1,848,480,40.626,39.917,1.486,38.431,8.034,11.29,12.431,6.676,30.397,0.704,0.005,53.45,94.112
1782199255,31555908,1,848,480,42.097,41.202,1.066,40.136,6.982,14.064,12.197,6.893,33.154,0.887,0.009,61.803,103.944
1782199255,164767090,1,848,480,41.611,40.867,2.015,38.852,6.068,11.868,14.359,6.557,32.784,0.74,0.004,51.911,93.533
1782199255,198068848,1,848,480,47.341,46.664,0.818,45.847,7.498,19.145,12.285,6.918,38.349,0.67,0.007,60.528,108.557
1782199255,231370117,1,848,480,53.232,52.548,1.207,51.341,12.38,18.598,13.969,6.394,38.961,0.678,0.006,75.67,128.916
1782199255,297971436,1,848,480,43.25,42.574,1.46,41.114,8.668,13.481,12.198,6.767,32.446,0.67,0.006,62.628,105.921
1782199255,431169678,1,848,480,43.508,42.81,2.332,40.478,7.189,11.262,12.579,9.448,33.289,0.694,0.004,52.756,96.251
